aX,aY,aZ,gX,gY,gZ,yaw,pitch,roll
66,-27,8201,0,-1,0,-0.18,0.47,42.87
62,-25,8203,-1,-1,0,-0.18,0.47,42.87
62,-24,8201,-1,-1,0,-0.18,0.47,42.87
64,-19,8207,-1,-1,-1,-0.18,0.47,42.87
64,-18,8207,0,0,-1,-0.17,0.47,42.87
64,-21,8206,0,-1,-1,-0.17,0.47,42.87
63,-26,8207,0,-1,0,-0.17,0.47,42.87
67,-28,8200,0,-1,-1,-0.17,0.47,42.87
68,-32,8192,-1,-1,-1,-0.17,0.47,42.87
66,-33,8194,-1,0,-1,-0.18,0.47,42.87
65,-31,8200,-1,0,0,-0.18,0.47,42.87
69,-34,8206,-1,0,-1,-0.18,0.47,42.87
74,-36,8207,0,-1,0,-0.18,0.47,42.87
73,-33,8209,0,-1,-1,-0.18,0.47,42.87
70,-32,8208,0,-1,-1,-0.18,0.47,42.87
69,-30,8206,-1,-1,0,-0.18,0.47,42.87
60,-25,8199,-1,-1,0,-0.18,0.46,42.86
59,-33,8224,0,-1,-1,-0.18,0.47,42.86
53,-50,8187,0,0,-1,-0.18,0.46,42.86
56,-24,8230,0,-2,0,-0.17,0.47,42.86
85,-23,8222,-1,1,0,-0.17,0.47,42.86
94,-22,8206,0,0,0,-0.17,0.47,42.86
88,-34,8191,-1,0,-1,-0.17,0.48,42.86
61,-38,8216,-1,0,0,-0.17,0.47,42.86
45,-18,8213,-1,-1,-1,-0.17,0.47,42.86
43,-5,8204,-1,0,0,-0.17,0.47,42.86
42,-4,8218,0,-1,0,-0.16,0.46,42.86
65,-22,8195,0,-1,0,-0.16,0.47,42.86
83,-40,8191,-1,0,0,-0.17,0.47,42.86
97,-48,8201,0,-1,-1,-0.17,0.47,42.86
97,-41,8200,0,-1,-1,-0.17,0.48,42.86
83,-34,8208,-1,0,0,-0.17,0.47,42.86
72,-41,8202,-1,0,0,-0.17,0.47,42.86
58,-44,8209,0,0,0,-0.18,0.47,42.86
59,-32,8211,0,-1,-1,-0.17,0.47,42.86
66,-10,8207,-1,-1,-1,-0.17,0.47,42.86
70,-11,8209,-1,0,-1,-0.17,0.47,42.86
74,-23,8204,0,0,-1,-0.17,0.47,42.86
68,-27,8198,0,-1,0,-0.17,0.47,42.86
62,-26,8199,-1,-1,-1,-0.17,0.47,42.86
61,-35,8198,-1,0,0,-0.17,0.47,42.86
61,-39,8204,0,-1,0,-0.17,0.47,42.86
63,-46,8206,0,-1,0,-0.17,0.47,42.86
71,-43,8203,-1,-1,-1,-0.17,0.47,42.86
71,-35,8198,-1,0,-1,-0.18,0.47,42.86
67,-26,8195,-1,0,-1,-0.18,0.47,42.86
61,-19,8195,0,-1,0,-0.17,0.47,42.86
60,-16,8199,-1,-1,0,-0.17,0.47,42.85
64,-26,8202,-1,0,0,-0.17,0.47,42.85
75,-33,8203,0,-1,-1,-0.18,0.47,42.85
79,-31,8206,0,-1,-1,-0.17,0.47,42.85
79,-33,8201,0,-1,0,-0.17,0.47,42.85
72,-32,8201,-1,0,-1,-0.17,0.47,42.85
65,-32,8202,-1,0,0,-0.17,0.47,42.86
58,-23,8206,-1,0,0,-0.17,0.47,42.85
57,-19,8200,-1,-1,0,-0.17,0.47,42.84
59,-23,8197,-1,0,0,-0.17,0.47,42.84
67,-31,8198,-1,0,0,-0.18,0.47,42.84
71,-38,8199,0,-1,-1,-0.18,0.47,42.84
73,-31,8202,0,-1,-1,-0.18,0.47,42.84
69,-29,8202,-1,0,-1,-0.17,0.47,42.85
67,-27,8200,0,-1,-1,-0.17,0.47,42.84
66,-30,8195,0,-1,0,-0.17,0.47,42.85
67,-29,8193,-1,0,0,-0.17,0.47,42.85
61,-28,8204,-1,0,0,-0.17,0.47,42.84
58,-31,8201,-1,0,0,-0.17,0.47,42.84
56,-31,8200,0,0,-1,-0.17,0.47,42.84
59,-34,8199,0,-1,0,-0.17,0.47,42.84
62,-32,8200,-1,-1,0,-0.17,0.47,42.84
69,-30,8199,-1,-1,0,-0.17,0.47,42.84
76,-29,8201,0,-1,0,-0.17,0.47,42.84
76,-31,8201,-1,-1,0,-0.17,0.47,42.84
72,-31,8201,-1,0,-1,-0.18,0.47,42.84
65,-33,8204,-1,0,-1,-0.18,0.47,42.84
60,-31,8207,0,-1,-1,-0.18,0.47,42.84
61,-28,8205,0,0,0,-0.17,0.47,42.84
57,-31,8207,-1,0,-1,-0.17,0.47,42.84
61,-32,8199,-1,-1,0,-0.17,0.47,42.84
65,-31,8203,0,-1,-1,-0.17,0.47,42.84
70,-27,8203,0,0,0,-0.17,0.47,42.84
70,-29,8190,-1,-1,0,-0.17,0.47,42.84
69,-31,8190,-1,-1,-1,-0.17,0.47,42.84
66,-27,8193,0,-1,-1,-0.17,0.47,42.84
67,-26,8204,0,-1,0,-0.17,0.47,42.84
69,-27,8203,0,-1,-1,-0.17,0.47,42.84
71,-30,8197,0,0,0,-0.17,0.47,42.84
73,-36,8195,-1,0,0,-0.17,0.47,42.84
72,-36,8195,0,-1,-1,-0.17,0.47,42.84
64,-33,8198,0,-1,-1,-0.17,0.47,42.84
65,-33,8193,-1,0,0,-0.17,0.47,42.84
65,-33,8196,0,-1,-1,-0.17,0.47,42.84
68,-30,8195,0,-1,0,-0.17,0.47,42.84
69,-32,8199,-1,-1,0,-0.17,0.47,42.84
67,-29,8196,-1,-1,0,-0.17,0.47,42.84
69,-29,8190,-1,-1,0,-0.17,0.47,42.84
73,-28,8193,-1,0,0,-0.17,0.47,42.84
77,-34,8192,0,0,-1,-0.17,0.47,42.84
80,-34,8200,0,0,0,-0.17,0.47,42.84
73,-34,8197,0,-1,-1,-0.17,0.47,42.84
70,-32,8194,-1,-1,0,-0.17,0.47,42.84
69,-36,8200,-1,-1,0,-0.17,0.47,42.84
68,-41,8201,-1,0,0,-0.18,0.47,42.84
67,-41,8205,-1,-1,-1,-0.18,0.47,42.84
68,-37,8204,-1,-1,0,-0.18,0.47,42.84
